0\Breidablik\\0\0\0\Weapon\Summon Gun Users Only\Kiran\Fires Heroes\-\Kiran; -; -; -; -\Kiran; -; -; -; -\Weapon, Purple, Gun\0,0,0,0,0\\Chill Breidablik\
1580\Nameless Blade\\400\16\1\Weapon\Sword Users Only\Fir, Karel\Accelerates Special trigger (cooldown count-1).\-\-; -; -; -; -\-; -; -; -; Fir, Karel\Weapon, Red, Blade, Killer, (E)WoDao\0,16,0,0,0\\\Grants +10 to damage when Special triggers.
1590\Silverbrand\\400\16\1\Weapon\Sword Users Only\Seth\If unit has weapon-triangle advantage, boosts Atk by 20%. If unit has weapon-triangle disadvantage, reduces Atk by 20%.\-\-; -; -; -; -\-; -; -; -; Seth\Weapon, Red, Blade, Gem\0,16,0,0,0\\\At start of turn, grants Spd+6 to allies within 2 spaces for 1 turn. Granted only if number of that ally's movement type on current team __<__ 2.
1600\Hinata's Katana\\400\16\1\Weapon\Sword Users Only\Hinata\If foe initiates combat, grants Atk/Def+4 during combat.\-\-; -; -; -; -\-; -; -; -; Hinata\Weapon, Red, Blade\0,16,0,0,0\\\Grants Atk/Spd/Def/Res+3.  Unit takes 6 damage after combat.
1610\Heart's Blade\\200\10\1\Weapon\Sword Users Only\-\If user is adjacent to an ally, graths Atk/Spd/Def/Res+3 during combat.\*Steel Sword*\-; -; -; Ike(Valentines); -\-; -; Ike(Valentines); -; -\Weapon, Red, Blade, Bloomtome, Seasonal, Valentine's\0,10,0,0,0\\\
1611\Heart's Blade+\\300\14\1\Weapon\Sword Users Only\-\If user is adjacent to an ally, graths Atk/Spd/Def/Res+3 during combat.\*Heart's Blade*\-; -; -; -; Ike(Valentines)\-; -; -; -; Ike(Valentines)\Weapon, Red, Blade, Bloomtome, Seasonal, Valentine's\0,14,0,0,0\\\y
1620\Dragonbind\\400\16\1\Weapon\Sword Users Only\Roy(Fire)\Enables counterattack regardless of distance if this unit is attacked.\*Silver Sword*\-; -; -; -; Roy(Fire)\-; -; -; -; Roy(Fire)\Weapon, Red, Blade, Dragon-killer, DC\0,16,0,0,0\\\
1630\Bull Blade\\400\16\1\Weapon\Sword Users Only\Cain\During combat, boosts unit's Atk/Def by number of allies within 2 spaces x2. (Maximum bonus of +6 to each stat.)\-\-; -; -; -; -\-; -; -; -; Cain\Weapon, Red, Blade, Bladetome, (E)Brave\0,16,0,0,0\\\If cavalry allies within 2 spaces use sword, lance, or axe and unit initiates combat, unit attacks twice.
1640\Hana's Katana\\400\16\1\Weapon\Sword Users Only\Hana\-\-\-; -; -; -; -\-; -; -; -; Hana\Weapon, Red, Blade, Armor-killer\0,16,0,0,0\\\If unit initiates combat, unit granted Atk/Spd+4 during battle.
1650\Panther Sword\\400\16\1\Weapon\Sword Users Only\Stahl\Gives Atk+20% if weapon-triangle advantage, Atk-20% if disadvantage.\-\-; -; -; -; -\-; -; -; -; Stahl\Weapon, Red, Blade, Gem, (E)Brave\0,16,0,0,0\\\If cavalry allies within 2 spaces use sword, lance, or axe and foe initiates combat, unit attacks twice.
1660\Shadow Sword\\400\16\1\Weapon\Sword Users Only\Mareeta(Fallen)\Accelerates Special trigger (cooldown count -1).  If unit's HP __>__ 50% and unit initiates combat, unit can make a follow-up attack before foe can counterattack.\*Silver Sword*\-; -; -; -; Mareeta(Fallen)\-; -; -; -; Mareeta(Fallen)\Weapon, Red, Blade, Killer\0,16,0,0,0\\\
1670\Cake Cutter\\200\10\1\Weapon\Sword Users Only\-\If unit initiates combat, grants Atk/Spd+4 during combat.\*Steel Sword*\-; -; -; Sigrun(Bride); -\-; -; Sigrun(Bride); -; -\Weapon, Red, Blade, Seasonal, Bride\0,10,0,0,0\\\
1671\Cake Cutter+\\300\14\1\Weapon\Sword Users Only\-\If unit initiates combat, grants Atk/Spd+4 during combat.\*Cake Cutter*\-; -; -; -; Sigrun(Bride)\-; -; -; -; Sigrun(Bride)\Weapon, Red, Blade, Seasonal, Bride\0,14,0,0,0\\\y
1680\Sandfort Spade\\200\10\1\Weapon\Sword Users Only\-\If a bonus granted by a skill like Rally or Hone is active on unit, grants Atk/Def+4 during combat.\*Steel Sword*\-; -; -; Helbindi(Summer); -\-; -; Helbindi(Summer); -; -\Weapon, Red, Blade, Seasonal, Summer\0,10,0,0,0\\\
1681\Sandfort Spade+\\300\14\1\Weapon\Sword Users Only\-\If a bonus granted by a skill like Rally or Hone is active on unit, grants Atk/Def+4 during combat.\*Sandfort Spade*\-; -; -; -; Helbindi(Summer)\-; -; -; -; Helbindi(Summer)\Weapon, Red, Blade, Seasonal, Summer\0,14,0,0,0\\\y
1690\Ardent Durandal\\400\16\1\Weapon\Sword Users Only\Eliwood, Eliwood(Wind)\Grants Atk+3.  At start of turn, grants "Grants bonus to Atk/Spd/Def/Res = current bonus on each of unit's stats (each stat calculated independently.)" to ally to the highest Atk.\*Silver Sword*\-; -; -; -; Eliwood(Wind)\-; -; -; -; Eliwood(Wind)\Weapon, Red, Blade, Side-Buffstuffer\0,19,0,0,0\\\
1700\Rowdy Sword\\400\16\1\Weapon\Sword Users Only\Luke\Inflicts Spd-5. If unit initiates combat, unit attacks twice.\-\-; -; -; -; -\-; -; -; -; Luke\Weapon, Red, Blade\0,16,-5,0,0\\\If a bonus granted by a skill like Rally or Hone is not active on foe, grants Atk/Def+6 during combat.
1710\Petal Parasol\\200\10\1\Weapon\Sword Users Only\-\If negative status effect is active on foe, grants Atk/Spd+5 during combat.\*Steel Sword*\-; -; -; Fiora(Summer); -\-; -; Fiora(Summer); -; -\Weapon, Red, Blade, Seasonal, Summer\0,10,0,0,0\\\
1711\Petal Parasol+\\300\14\1\Weapon\Sword Users Only\-\If negative status effect is active on foe, grants Atk/Spd+5 during combat.\*Petal Parasol*\-; -; -; -; Fiora(Summer)\-; -; -; -; Fiora(Summer)\Weapon, Red, Blade, Seasonal, Summer\0,14,0,0,0\\\y
1720\Creator Sword\\400\16\1\Weapon\Sword Users Only\Byleth(F), Byleth(M)\Accelerates Special Trigger (cooldown count -1).  During combat, disables foe's skills that guarantee foe's follow-up attack or prevent unit's follow-up attack, and neutralizes skills that grant "Special cooldown charge +X" to foe or inflice "Special cooldown charge -X" to unit.\*Silver Sword*\-; -; -; -; Byleth(F), Byleth(M)\-; -; -; -; Byleth(F), Byleth(M)\Weapon, Red, Blade, Killer\0,16,0,0,0\\\
1730\Selena's Blade\\400\16\1\Weapon\Sword Users Only\Selena(Fates)\At start of combat, if foe's Atk __>__ unit's Atk+3, grants Atk/Spd/Def/Res+3 during combat.\-\-; -; -; -; -\-; -; -; -; Selena(Fates)\Weapon, Red, Blade, Armor-killer, (E)WoDao\0,16,0,0,0\\\Grants +10 to damage when Special triggers.
1740\Dracofalchion\\400\16\1\Weapon\Sword Users Only\Alm, Alm(Brave)\Grants Atk+3. If number of foes within 2 spaces (excluding target) __>__ number of allies within 2 spaces (excluding unit), grants Atk/Spd/Def/Res+5 during combat.\*Silver Sword*\-; -; -; -; Alm(Brave)\-; -; -; -; Alm(Brave)\Weapon, Red, Blade, Dragon-killer, Atk\0,19,0,0,0\\\
1750\Rapier\\400\16\1\Weapon\Sword Users Only\Phina\Grants Spd+3. If unit's HP __<__ 75% and foe initiates combat, unit can counterattack before foe's first attack.\*Silver Sword*\-; -; -; -; Phina\-; -; -; -; Phina\Weapon, Red, Blade, Armor-killer, Horse-killer, Spd\0,16,3,0,0\\\
1760\Mercurius\\400\16\1\Weapon\Sword Users Only\Astram\Grants Atk+3. At start of turn, if unit's HP ≥ 50%, grants Atk/Spd/Def/Res+4 to unit and sword, lance, axe, bow, dagger, or beast allies within 2 spaces for 1 turn. (Bonus granted to unit even if no allies are within 2 spaces.)\*Silver Sword*\-; -; -; -; Astram\-; -; -; -; Astram\Weapon, Red, Blade, Wave, Drive, Atk\0,19,0,0,0\\\
1770\Conjurer Curios\\400\16\1\Weapon\Sword Users Only\Hector(Halloween)\Grants Atk+3.  If it is an odd numbered turn or if foe's HP < 100% at start of combat, grants Atk/Spd/Def/Res+4 during combat.\*Silver Sword*\-; -; -; -; Hector(Halloween)\-; -; -; -; Hector(Halloween)\Weapon, Red, Blade, Armor-killer, Atk, Seasonal, Halloween\0,16,3,0,0\\\
1780\Astra Blade\\400\16\1\Weapon\Sword Users Only\Catria(SoV)\Grants Atk+3.  If unit's Atk > foe's Def, boosts damage by 50% of unit's Atk minus foe's Def.\*Silver Sword*\-; -; -; -; Catria(SoV)\-; -; -; -; Catria(SoV)\Weapon, Red, Blade, Atk\0,19,0,0,0\\\
1790\Concealed Blade\\400\16\1\Weapon\Sword Users Only\Athena\Deals +10 damage when Special triggers.\-\-; -; -; -; -\-; -; -; -; Athena\Weapon, Red, Blade\0,16,0,0,0\\\If unit's HP __<__ 75% and unit initiates combat, unit can make a follow-up attack before foe can counterattack.
-1110\Mana Cat\\500\14\1\Weapon\Sword Users Only\-\Inherits the effect of any prerequisite skills known by this unit.\*Slaying Edge*, *Armorsmasher*, or *Zanbato*\-; -; -; -; Ooocast\-; -; -; -; Ooocast\Weapon, Red, Blade, Horse-killer, Killer, Armor-killer\0,14,0,0,0\YA\\
-1120\Misiletainn\\400\14\1\Weapon\Sword Users Only\Luigirasendori\Grants Spd+3. Accelerates Special trigger (cooldown count-1).\*Killing Edge*\-; -; -; -; Luigirasendori\-; -; -; -; Luigirasendori\Weapon, Red, Blade, Killer, Spd\0,14,3,0,0\Y\\Grants Atk/Spd/Def/Res+2.  Unit takes 4 damage after combat.
-1130\Wolf Noise\\400\16\1\Weapon\Sword Users Only\Saku\If unit receives consecutive attacks from a foe using a sword, lance, axe, ordragonstone, damage from second attack onward reduced by 80%.\*Silver Sword*\-; -; -; -; Saku\-; -; -; -; Saku\Weapon, Red, Blade\0,16,0,0,0\Y\\
-1140\World-Breaker\\400\16\1\Weapon\Sword Users Only\Skittles\At the start of each turn, inflicts Def-7 on foe on the enemy team with the highest Def through its next action.\*Silver Sword*\-; -; -; -; Skittles\-; -; -; -; Skittles\Weapon, Red, Blade, Horse-killer, Armor-killer\0,16,0,0,0\Y\\
-1150\Yukianesa\\400\16\1\Weapon\Sword Users Only\Minus\Grants Res+3.  Enables counterattack regardless of distance if this unit is attacked.\*Wo Dao*\-; -; -; -; Minus\-; -; -; -; Minus\Weapon, Red, Blade, DC\0,16,0,0,3\Y\\
6000\Flux\Dark\50\4\2\Weapon\Red Tome Users Only\-\-\-\All Dark Tome Users; -; -; -; -\All Dark Tome Users; -; -; -; -\Weapon, Red, Tome, Iron\0,4,0,0,0\\\
6001\Ruin\Dark\100\6\2\Weapon\Red Tome Users Only\-\-\*Flux*\-; -; All Dark Tome Users; -; -\-; All Dark Tome Users; -; -; -\Weapon, Red, Tome, Steel\0,6,0,0,0\\\
6002\Fenrir\Dark\200\9\2\Weapon\Red Tome Users Only\-\-\*Ruin*\-; -; -; Aversa, Camilla(Adrift), Declan, Eirika(Memories), Erich, Gharnef, Julius, Leo, Lyon, Morgan(M), Nesspeon, Nowi(Halloween), Sophia; -\-; -; Aversa, Camilla(Adrift), Declan, Eirika(Memories), Erich, Gharnef, Julius, Leo, Lyon, Morgan(M), Nesspeon, Nowi(Halloween), Sophia; -; -\Weapon, Red, Tome, Silver\0,9,0,0,0\\\
6003\Fenrir+\Dark\300\13\2\Weapon\Red Tome Users Only\-\-\*Fenrir*\-; -; -; -; Sophia\-; -; -; -; Sophia\Weapon, Red, Tome, Silver\0,13,0,0,0\\\y
6010\Fire\Fire\50\4\2\Weapon\Red Tome Users Only\-\-\-\All Fire Tome Users; -; -; -; -\All Fire Tome Users; -; -; -; -\Weapon, Red, Tome, Iron\0,4,0,0,0\\\
6011\Elfire\Fire\100\6\2\Weapon\Red Tome Users Only\-\-\*Fire*\-; -; All Fire Tome Users; -; -\-; All Fire Tome Users; -; -; -\Weapon, Red, Tome, Steel\0,6,0,0,0\\\
6012\Bolganone\Fire\200\9\2\Weapon\Red Tome Users Only\-\-\*Elfire*\-; -; -; Arvis, Celica, Ishtar(Soiree), Lilina, Micaiah(Festival), Plum, Sanaki, Tana(Summer), Tharja(Bride); -\-; -; Arvis, Celica, Ishtar(Soiree), Lilina, Micaiah(Festival), Plum, Sanaki, Tana(Summer), Tharja(Bride); -; -\Weapon, Red, Tome, Silver\0,9,0,0,0\\\
6013\Bolganone+\Fire\300\13\2\Weapon\Red Tome Users Only\-\-\*Bolganone*\-; -; -; -; Lilina\-; -; -; -; Lilina\Weapon, Red, Tome, Silver\0,13,0,0,0\\\y
6020\Raudrwolf\Raudr\200\6\2\Weapon\Red Tome Users Only\-\-\*Elfire* or *Ruin*\-; -; -; Raigh; -\-; -; Raigh; -; -\Weapon, Red, Tome, Wolftome\0,6,0,0,0\\\
6021\Raudrwolf+\Raudr\300\10\2\Weapon\Red Tome Users Only\-\-\*Raudrwolf*\-; -; -; -; Raigh\-; -; -; -; Raigh\Weapon, Red, Tome, Wolftome\0,10,0,0,0\\Keen Raudrwolf+\
6030\Raudrraven\Raudr\200\7\2\Weapon\Red Tome Users Only\-\Grants weapon advantage vs. colorless foes.\*Elfire* or *Ruin*\-; -; -; Henry; -\-; -; Henry; -; -\Weapon, Red, Tome, Raventome\0,7,0,0,0\\\
6031\Raudrraven+\Raudr\300\11\2\Weapon\Red Tome Users Only\-\Grants weapon advantage vs. colorless foes.\*Raudrraven*\-; -; -; -; Henry\-; -; -; -; Henry\Weapon, Red, Tome, Raventome\0,11,0,0,0\\\
6040\Raudrblade\Raudr\200\9\2\Weapon\Red Tome Users Only\-\Slows Special trigger (cooldown count+1).  Adds total bonuses on unit to damage dealt.\*Elfire* or *Ruin*\-; -; -; Tharja; -\-; -; Tharja; -; -\Weapon, Red, Tome, Bladetome, SlowSpecial\0,9,0,0,0\\\
6041\Raudrblade+\Raudr\300\13\2\Weapon\Red Tome Users Only\-\Slows Special trigger (cooldown count+1).  Adds total bonuses on unit to damage dealt.\*Raudrblade*\-; -; -; -; Tharja\-; -; -; -; Tharja\Weapon, Red, Tome, Bladetome, SlowSpecial\0,13,0,0,0\\\
6050\Brynhildr\Dark\400\14\2\Weapon\Red Tome Users Only\Leo\If unit initiates attack, restricts foe's next-turn movement to 1 space or less.\*Fenrir*\-; -; -; -; Leo\-; -; -; -; Leo\Weapon, Red, Tome, (R)Overwrite\0,14,0,0,0\\\If foe uses bow, dagger, magic, or staff and unit's Def __>__ foe's Def+1, foe cannot make a follow-up attack. ** If in combat against magic foe, reduces damage from foe's first attack by 30%.
-6000\Draugr\Dark\400\14\2\Weapon\Red Tome Users Only\Erich\Prevents follow-up attacks in combat from unit and foes.  Heals unit for 1/2 of damage dealt.\*Fenrir*\-; -; -; -; -\-; -; -; -; Erich\Weapon, Red, Tome\0,14,0,0,0\G\\
6060\Cymbeline\Fire\400\14\2\Weapon\Red Tome Users Only\Sanaki\Grants adjacent allies Atk+4 through their next actions after any combat this unit initiates.\*Bolganone*\-; -; -; -; Sanaki\-; -; -; -; Sanaki\Weapon, Red, Tome\0,14,0,0,0\\\Grants Atk/Res+5 during combat if within 2 spaces of a flying ally. ** Grants allies within 2 spaces Atk+3 during combat.
6070\Red Egg\Raudr\200\7\2\Weapon\Red Tome Users Only\-\After combat, if unit attacked, restores 4 HP.\*Elfire* or *Ruin*\-; -; -; -; -\-; -; -; -; -\Weapon, Red, Tome, Seasonal, Spring\0,7,0,0,0\\\
6071\Red Egg+\Raudr\300\11\2\Weapon\Red Tome Users Only\-\After combat, if unit attacked, restores 4 HP.\*Red Egg*\-; -; -; -; -\-; -; -; -; -\Weapon, Red, Tome, Seasonal, Spring\0,11,0,0,0\\\y
6080\Ragnarok\Fire\400\14\2\Weapon\Red Tome Users Only\Celica\If unit has 100% HP at the start of combat, unit receives Atk/Spd+5. If unit initiated combat, unit will receive 5 damage after combat.\*Bolganone*\-; -; -; -; Celica\-; -; -; -; Celica\Weapon, Red, Tome\0,14,0,0,0\\\If unit's HP __<__ 80% at the start of combat, Atk/Spd+7 during combat. ** Grants Atk/Spd+5 during combat. If unit initiated combat, unit will receive 5 damage after combat.
6081\Ragnarok+\Fire\400\16\2\Weapon\Red Tome Users Only\Celica\If unit has 100% HP at the start of combat, unit receives Atk/Spd+5. If unit initiated combat, unit will receive 5 damage after combat.  (Weapon is in FEH's code.  Presumably, Celica's Ragnarok was intended to be inheritable.)\*Ragnarok*\-; -; -; -; -\-; -; -; -; -\Weapon, Red, Tome\0,16,0,0,0\\\y
6090\Raudrowl\Raudr\200\6\2\Weapon\Red Tome Users Only\-\During combat, unit's Atk/Spd/Def/Res boosted by number of adjacent allies x 2.\*Elfire* or *Ruin*\-; -; -; Canas, Katarina; -\-; -; Canas, Katarina; -; -\Weapon, Red, Tome, Owltome\0,6,0,0,0\\\
6091\Raudrowl+\Raudr\300\10\2\Weapon\Red Tome Users Only\-\During combat, unit's Atk/Spd/Def/Res boosted by number of adjacent allies x 2.\*Raudrowl*\-; -; -; -; Canas, Katarina\-; -; -; -; Canas, Katarina\Weapon, Red, Tome, Owltome\0,10,0,0,0\\\1y
6100\Tomato Tome\Raudr\200\8\2\Weapon\Red Tome Users Only\-\Grants Allies within 2 spaces Atk/Spd+1 during combat\*Elfire* or *Ruin*\-; -; -; Leo(Summer); -\-; -; Leo(Summer); -; -\Weapon, Red, Tome, Seasonal, Summer\0,8,0,0,0\\\
6101\Tomato Tome+\Raudr\200\12\2\Weapon\Red Tome Users Only\-\Grants Allies within 2 spaces Atk/Spd+1 during combat\*Tomato Tome*\-; -; -; -; Leo(Summer)\-; -; -; -; Leo(Summer)\Weapon, Red, Tome, Seasonal, Summer\0,12,0,0,0\\\y
6110\Valflame\Fire\400\14\2\Weapon\Red Tome Users Only\Arvis\At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Atk/Res-4 until the end of foe's next action.\*Bolganone*\-; -; -; -; Arvis\-; -; -; -; Arvis\Weapon, Red, Tome\0,14,0,0,0\\\
6120\Grimoire\Dark\400\14\2\Weapon\Red Tome Users Only\Nowi(Halloween)\If unit has __>__ 50% HP, unit can move to a space adjacent to any ally within 2 spaces.\*Fenrir*\-; -; -; -; Nowi(Halloween)\-; -; -; -; Nowi(Halloween)\Weapon, Red, Tome, Seasonal, Halloween\0,14,0,0,0\\\
6130\Keen Raudrwolf\Raudr\200\8\2\Weapon\Red Tome Users Only\-\-\*Elfire* or *Ruin*\-; -; -; -; -\-; -; -; -; -\Weapon, Red, Tome, Wolftome\0,8,0,0,0\\\
6131\Keen Raudrwolf+\Raudr\300\12\2\Weapon\Red Tome Users Only\-\-\*Keen Raudrwolf*\-; -; -; -; -\-; -; -; -; -\Weapon, Red, Tome, Wolftome\0,12,0,0,0\\\If in combat against a cavalry foe, nullifies foe's bonuses (from skills like Fortify, Rally, etc.) during combat.
6140\Candelabra\Raudr\200\8\2\Weapon\Red Tome Users Only\-\Grants Atk/Spd/Def/Res+2 during combat if foe initiates combat.\*Elfire* or *Ruin*\-; -; -; Tharja(Winter); -\-; -; Tharja(Winter); -; -\Weapon, Red, Tome, Seasonal, Christmas\0,8,0,0,0\\\
6141\Candelabra+\Raudr\300\12\2\Weapon\Red Tome Users Only\-\Grants Atk/Spd/Def/Res+2 during combat if foe initiates combat.\*Candelabra*\-; -; -; -; Tharja(Winter)\-; -; -; -; Tharja(Winter)\Weapon, Red, Tome, Seasonal, Christmas\0,12,0,0,0\\\y
6150\Gleipnir\Dark\400\14\2\Weapon\Red Tome Users Only\Eirika(Memories)\Grants Res+3.  If foe's HP = 100% at start of combat, grants Atk/Spd+3 during combat.\*Fenrir*\-; -; -; -; Eirika(Memories)\-; -; -; -; Eirika(Memories)\Weapon, Red, Tome, Res\0,14,0,0,3\\\
6160\Naglfar\Dark\400\14\2\Weapon\Red Tome Users Only\Lyon\Grants weapon advantage vs. colorless foes.\*Fenrir*\-; -; -; -; Lyon\-; -; -; -; Lyon\Weapon, Red, Tome, Raventome\0,14,0,0,0\\\
6170\Red Gift\Raudr\200\8\2\Weapon\Red Tome Users Only\-\If foe uses bow, dagger, magic, or staff, neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.\*Elfire* or *Ruin*\-; -; -; -; -\-; -; -; -; -\Weapon, Red, Tome, Seasonal, Valentine's\0,8,0,0,0\\\
6171\Red Gift+\Raudr\300\12\2\Weapon\Red Tome Users Only\-\If foe uses bow, dagger, magic, or staff, neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.\*Red Gift*\-; -; -; -; -\-; -; -; -; -\Weapon, Red, Tome, Seasonal, Valentine's\0,12,0,0,0\\\y
6180\Grima's Truth\Dark\400\14\2\Weapon\Red Tome Users Only\Morgan(M)\Grants Def+3.  After combat, if unit attacked, inflicts Atk/Spd-5 on target and foes within two spaces of target through their next actions and grants Atk/Spd+5 to unit and allies within two spaces of unit for 1 turn.\*Fenrir*\-; -; -; -; Morgan(M)\-; -; -; -; Morgan(M)\Weapon, Red, Tome, Def\0,14,0,3,0\\\
6190\Raudrserpent\Raudr\200\8\2\Weapon\Red Tome Users Only\-\If foe initiates combat and uses bow, dagger, magic, or staff, grants Def/Res+6 during combat.\*Elfire* or *Ruin*\-; -; -; Ewan; -\-; -; Ewan; -; -\Weapon, Red, Tome, Serpenttome, DistantDef\0,8,0,0,0\\\
6191\Raudrserpent+\Raudr\300\12\2\Weapon\Red Tome Users Only\-\If foe initiates combat and uses bow, dagger, magic, or staff, grants Def/Res+6 during combat.\*Raudrserpent*\-; -; -; -; Ewan\-; -; -; -; Ewan\Weapon, Red, Tome, Serpenttome, DistantDef\0,12,0,0,0\\\y
6200\Loptous\Dark\400\14\2\Weapon\Red Tome Users Only\Julius\Grants Res+3. Skills with "effective against dragons" are effective against unit. If foe has no skills with "effective against dragons," inflicts Atk-6 on foe during combat.\*Fenrir*\-; -; -; -; Julius\-; -; -; -; Julius\Weapon, Red, Tome, Res\0,14,0,0,3\\\
6210\Muspell Fireposy\Fire\400\14\2\Weapon\Red Tome Users Only\Tharja(Bride)\Grants Spd+3.  During combat, unit's Atk/Spd boosted by number of allies within 2 spaces x 2.  (Maximum bonus of +6 to each stat).\*Bolganone*\-; -; -; -; Tharja(Bride)\-; -; -; -; Tharja(Bride)\Weapon, Red, Tome, Owltome, Seasonal, Bride, Spd\0,14,3,0,0\\\
6220\Reese's Tome\Fire\400\14\2\Weapon\Red Tome Users Only\Katarina\During combat, unit's Atk/Spd/Def/Res boosted by number of adjacent allies x 2.\-\-; -; -; -; -\-; -; -; -; Katarina\Weapon, Red, Tome, Owltome\0,14,0,0,0\\\At start of turn, all foes in cardinal directions with Res 1 or more lower than unit suffer Spd/Res-4 until the end of foe's next action.
6230\Fruit of Idunn\Fire\400\14\2\Weapon\Red Tome Users Only\Tana(Summer)\Grants Spd+3.  If unit has __>__ 50% HP, allies within 2 spaces can move to a space adjacent to unit.\*Bolganone*\-; -; -; -; Tana(Summer)\-; -; -; -; Tana(Summer)\Weapon, Red, Tome, Seasonal, Summer, Spd\0,14,3,0,0\\\
6240\Dawn Suzu\Fire\400\14\2\Weapon\Red Tome Users Only\Micaiah(Festival)\Grants Atk+3.  DIsables unit's and foe's skills that change attack priority.\*Bolganone*\-; -; -; -; Micaiah(Festival)\-; -; -; -; Micaiah(Festival)\Weapon, Red, Tome, Seasonal, Fall, Armor-killer, Horse-killer, Atk\0,17,0,0,0\\\
6250\Aversa's Night\Dark\400\14\2\Weapon\Red Tome Users Only\Aversa\Grants Res+3.  At start of turn, if any foe's HP __<__ unit's HP -3 and that foe is adjacent to another foe, inflicts Atk/Spd/Def/Res-3 on that foe and bonuses on that foe become penalties through that foe's next action.\*Fenrir*\-; -; -; -; Aversa\-; -; -; -; Aversa\Weapon, Red, Tome, Res\0,14,0,0,3\\\
